customer_id,total_transaction_amount,average_transaction_amount,transaction_count,average_balance_before,unique_merchants,fraud_count
101761,311887.22,489.62,637,74973.21,12,5
102438,13463409.01,20617.78,653,74695.29,12,5
108894,153078.62,264.84,578,79727.67,12,4
100088,14557251.5,23403.94,622,73887.63,12,8
109775,2239819.02,3488.81,642,71965.17,12,8
118539,416061.33,721.08,577,78443.77,12,5
107339,2965123.28,5165.72,574,78091.16,12,7
119169,7824207.46,13560.15,577,77569.19,12,5
110327,789547.49,1257.24,628,75829.16,12,6
117419,691600.96,1137.5,608,77581.4,12,6
122392,1865102.18,2965.19,629,75055.74,12,4
121283,4884635.65,7827.94,624,74559.18,12,10
108738,647523.18,1108.77,584,75112.21,12,10
105437,17444084.74,29516.22,591,76208.88,12,14
117196,2184842.47,3484.6,627,75418.26,12,7
105252,614214.62,1071.93,573,77737.59,12,7
105712,626614.92,1035.73,605,74986.18,12,6
101638,2044822.84,3419.44,598,78383.18,12,6
104672,2369297.44,4077.96,581,77269.19,12,8
112262,262818.37,429.44,612,76891.79,12,6
119907,1849395.35,2876.2,643,79442.99,12,5
112611,725280.53,1107.3,655,75801.81,12,4
116319,19261252.0,32813.04,587,76750.86,12,7
119270,1072069.98,1685.64,636,77173.68,12,3
120333,386637.72,662.05,584,77120.96,12,5
122992,873353.03,1397.36,625,75761.75,12,6
122710,1084624.01,1732.63,626,78332.83,12,5
116158,1000357.59,1707.09,586,77693.51,12,5
116369,1057739.81,1759.97,601,76999.75,12,3
124951,3569356.15,6501.56,549,73345.25,12,7
114166,4418712.8,7862.48,562,75585.4,12,7
105942,814985.51,1333.86,611,75727.69,12,6
123529,4739181.86,7743.76,612,74065.07,12,6
112349,1858521.86,3092.38,601,76277.61,12,8
113402,399887.88,676.63,591,77106.97,12,1
118258,4037481.5,7184.13,562,76522.71,12,3
115363,3774419.04,6440.99,586,74536.88,12,5
104317,493666.49,787.35,627,75373.52,12,4
112313,1515402.88,2603.79,582,77141.85,12,3
111557,2829384.69,4836.56,585,78100.7,12,6
124524,589938.27,967.11,610,74016.8,12,7
120257,2822259.83,4882.8,578,75767.84,12,5
104494,9517234.84,15106.72,630,73924.24,12,6
113407,363149.34,603.24,602,74036.68,12,9
101362,18579014.74,28150.02,660,74733.86,12,14
109923,611707.26,991.42,617,76759.84,12,5
109302,504663.87,894.79,564,75262.04,12,6
121812,18941929.49,36011.27,526,75554.51,12,7
123110,987945.47,1683.04,587,77719.45,12,6
103388,972509.79,1475.74,659,74667.53,12,9
101978,3906684.3,6712.52,582,74560.65,12,4
109013,16256408.37,26347.5,617,76909.23,12,8
121636,757638.05,1295.11,585,75397.14,12,6
105438,864140.43,1495.05,578,75946.97,12,9
111447,951701.02,1681.45,566,76649.17,12,6
115853,4510879.01,7724.11,584,77370.51,12,7
100453,1028364.09,1674.86,614,76628.42,12,6
121663,649587.79,1086.27,598,74675.49,12,6
100615,4285639.67,6781.08,632,76002.59,12,6
118064,3347657.41,5883.4,569,79215.73,12,7
112687,1051368.68,1746.46,602,74469.55,12,6
122604,1830410.25,3091.91,592,76032.65,12,8
101740,1191238.51,1946.47,612,76917.93,12,4
112251,603323.67,993.94,607,73954.7,12,7
120953,12184890.52,20040.94,608,75883.21,12,8
120564,3003955.51,4989.96,602,73873.25,12,4
118641,736531.61,1244.14,592,78093.82,12,5
123900,923709.09,1473.22,627,75262.14,12,3
100570,3138767.68,5356.26,586,75576.61,12,4
114497,670206.43,1040.69,644,75154.01,12,3
110774,204105.03,345.94,590,74062.36,12,9
101541,859893.51,1469.9,585,73429.05,12,7
124523,2792768.07,4263.77,655,74229.41,12,7
113403,3794572.64,6100.6,622,75982.17,12,10
101781,309268.83,517.17,598,75717.55,12,7
115225,6113628.64,10275.01,595,75001.42,12,7
122179,979959.79,1583.13,619,76059.79,12,6
103066,667867.67,1100.28,607,76194.15,12,8
124940,3474452.51,5810.12,598,79681.61,12,5
100068,2034273.06,3447.92,590,80458.56,12,2
109289,4269713.15,7057.38,605,75590.71,12,8
120524,4173115.52,7085.09,589,74766.61,12,3
122838,380023.28,709.0,536,73137.15,12,5
101453,5387191.93,9320.4,578,75297.58,12,11
106572,2905372.48,5244.35,554,76388.7,12,5
119986,2470226.91,4186.83,590,76375.1,12,5
103638,2949166.12,5183.07,569,75547.79,12,2
106888,789434.61,1392.3,567,72242.79,12,8
112796,3761957.57,6312.01,596,76276.83,12,5
113027,916933.12,1541.06,595,77350.65,12,8
116786,734502.96,1204.1,610,73129.96,12,8
116255,360529.0,560.7,643,76346.41,12,2
124208,894037.19,1528.27,585,76688.63,12,11
106114,4445310.35,7000.49,635,74533.32,12,9
106303,228627.25,375.41,609,74532.49,12,7
120422,3582607.35,5650.8,634,74652.75,12,5
120275,949118.65,1535.79,618,72596.03,12,7
110512,1089274.98,1794.52,607,77859.94,12,5
103751,738056.52,1234.21,598,76902.92,12,4
108500,2571179.91,4004.95,642,75689.43,12,6
102816,6917510.39,11804.63,586,77645.16,12,6
108176,816536.52,1458.1,560,82712.0,12,5
100836,1720886.49,3204.63,537,73136.27,12,6
106216,2934815.19,4899.52,599,75505.64,12,4
110168,262841.95,452.4,581,75063.51,12,15
120315,19055557.91,31972.41,596,74057.41,12,8
114572,19919997.58,32925.62,605,75444.91,12,9
100102,671383.18,1077.66,623,76096.07,12,7
114361,5875996.98,9026.11,651,79774.19,12,8
120645,10510652.03,17635.32,596,75891.94,12,6
116183,882835.79,1514.3,583,75656.38,12,4
102430,233435.77,384.57,607,76076.38,12,3
121746,3521084.87,6221.0,566,75202.54,12,5
115150,819107.63,1314.78,623,76193.28,12,8
112032,370828.82,673.01,551,77882.72,12,5
122193,1051441.66,1723.67,610,76297.79,12,4
103556,985726.54,1634.7,603,72543.6,12,9
110938,4419258.0,7528.55,587,78361.59,12,6
107820,3603996.47,5976.78,603,73138.6,12,5
119079,2978660.11,4728.03,630,74458.19,12,5
114680,2169453.73,3395.08,639,76164.0,12,4
107401,890945.4,1333.75,668,75153.81,12,5
120233,12980413.66,22038.05,589,74791.53,12,5
102746,4030015.44,6865.44,587,76193.2,12,4
109859,18988650.93,32626.55,582,70357.26,12,10
112265,294928.69,500.73,589,78027.47,12,5
110643,3453564.87,5379.38,642,77373.65,12,12
114128,354776.47,562.24,631,76517.12,12,5
120588,2302120.24,3908.52,589,76087.61,12,6
108422,154138.0,251.04,614,77080.1,12,1
110639,1701611.75,2985.28,570,78437.58,12,3
124680,2645260.17,4624.58,572,77777.3,12,6
121001,18179655.08,27797.64,654,77455.28,12,2
108159,3151048.71,5626.87,560,76224.01,12,6
121058,2762038.83,4572.91,604,79943.82,12,8
119777,686326.0,1077.43,637,75971.56,12,7
103918,198590.82,350.87,566,77294.52,12,5
110203,1328651.41,2310.7,575,76096.47,12,2
122494,4521737.62,7850.24,576,75646.63,12,5
110842,292072.5,441.2,662,74645.26,12,6
105824,4298686.85,7411.53,580,77241.79,12,2
102775,847094.15,1529.05,554,72663.04,12,7
101552,728723.68,1181.08,617,74532.2,12,5
122936,988061.97,1660.61,595,77034.58,12,6
123839,605010.23,1041.33,581,79308.62,12,8
122217,18498464.42,28679.79,645,75036.63,12,13
116707,4482488.73,7533.59,595,76935.89,12,5
102561,2259039.79,3809.51,593,73771.81,12,6
102681,318874.23,538.64,592,75218.63,12,4
113542,353794.8,593.62,596,76289.48,12,9
106148,1015052.24,1729.22,587,76382.8,12,6
112269,667180.8,1154.29,578,77235.56,12,2
111940,391701.8,632.8,619,74460.06,12,10
105673,12212776.32,20664.6,591,78478.19,12,7
120293,941598.64,1536.05,613,75417.25,12,4
114339,629963.0,1037.83,607,75825.17,12,6
120638,9020966.59,15938.1,566,76498.0,12,6
113812,2525141.49,3927.13,643,74372.8,12,6
103767,10246981.65,17914.3,572,72837.4,12,6
124642,23413225.67,37581.42,623,75312.76,12,12
121855,1402790.36,2334.09,601,75676.78,12,4
124163,19754021.64,33481.39,590,77727.03,12,15
123032,525135.32,852.49,616,75840.03,12,2
108249,5379166.56,8538.36,630,74027.72,12,8
121294,2548196.96,4393.44,580,77333.41,12,5
112107,230154.57,403.07,571,73655.72,12,1
119125,929400.17,1536.2,605,74640.19,12,7
100901,2049757.9,3354.76,611,75656.58,12,8
101604,9859471.95,16999.09,580,76762.83,12,4
119641,1035772.03,1720.55,602,77651.14,12,7
105979,187400.51,340.73,550,74450.77,12,4
121434,3245456.47,5944.06,546,76101.92,12,5
102282,12115070.18,21907.9,553,74068.35,12,7
101266,4285328.52,7202.23,595,75360.02,12,5
118507,172493.15,302.09,571,79219.96,12,5
120029,6323492.07,11414.25,554,76415.43,12,3
117385,20267502.01,33171.03,611,72852.19,12,12
108976,163621.24,272.25,601,76965.33,12,9
109517,351884.49,588.44,598,74548.69,12,6
101872,6505510.63,11742.8,554,78228.91,12,5
110505,4823009.97,8329.9,579,77464.05,12,2
110077,2645674.27,4159.87,636,75240.24,12,5
119529,817816.2,1265.97,646,76481.35,12,3
124124,3908814.32,6060.18,645,75144.54,12,4
120271,343997.54,545.16,631,78139.41,12,4
122701,1954410.67,3117.08,627,75206.15,12,2
120643,3032588.97,5096.79,595,75329.67,12,3
117968,865888.14,1342.46,645,74654.19,12,8
122878,869112.85,1404.06,619,72987.48,12,6
117245,262317.82,432.15,607,74513.42,12,6
117713,841303.17,1381.45,609,74010.94,12,5
104452,11248945.58,20564.8,547,76974.54,12,6
104610,311022.84,528.05,589,75703.51,12,3
100942,816542.64,1317.0,620,77547.74,12,5
123749,10169144.7,17119.77,594,73728.55,12,5
103713,4947874.99,8019.25,617,72177.15,12,6
117589,202361.4,356.27,568,73111.58,12,7
107002,765954.73,1247.48,614,74298.34,12,6
104443,1041758.69,1733.38,601,74071.15,12,3
103591,4973081.83,8112.69,613,79023.4,12,4
101759,4979300.06,8312.69,599,73825.86,12,4
120624,506938.71,878.58,577,72930.49,12,7
113236,4686733.34,7559.25,620,76674.95,12,3
111524,713398.71,1219.48,585,76541.48,12,4
100872,2539280.8,4056.36,626,75139.22,12,4
118939,1426065.46,2345.5,608,76905.3,12,5
107831,414501.91,646.65,641,75905.45,12,6
119549,351033.53,601.08,584,76494.89,12,8
118340,2589011.51,4216.63,614,73293.8,12,5
110698,740622.5,1244.74,595,75521.79,12,5
120862,4251033.43,6500.05,654,75836.77,12,7
100110,4232889.89,7348.77,576,74741.17,12,9
121193,394152.13,639.86,616,75323.66,12,9
107308,438917.33,732.75,599,76101.66,12,4
117666,355079.49,560.95,633,74198.33,12,5
111713,872053.15,1485.61,587,75724.46,12,6
110890,593334.89,1030.1,576,78025.6,12,7
114979,3854655.24,6611.76,583,75441.98,12,5
121112,5444561.97,8767.41,621,76230.24,12,4
119819,773904.45,1341.26,577,76629.79,12,10
120377,4473940.34,7608.74,588,77842.22,12,9
110003,5086981.37,8178.43,622,74408.22,12,6
124019,788124.53,1229.52,641,72620.32,12,7
101505,684500.77,1235.56,554,77177.37,12,3
106101,984704.58,1666.17,591,76376.95,12,6
103263,2133946.4,3481.15,613,74028.03,12,10
105339,643201.45,1092.02,589,78505.67,12,7
113299,1446667.58,2403.1,602,75963.21,12,6
103752,15833980.31,25914.86,611,76146.22,12,6
106608,1376303.69,2212.71,622,76190.41,12,5
120439,14667111.3,23467.38,625,77625.24,12,11
124303,2306291.07,3768.45,612,73212.02,12,10
106952,16178863.63,27283.08,593,79396.31,12,9
109484,268877.69,446.64,602,74563.53,12,5
124834,210323.2,335.44,627,78443.67,12,5
119241,5055847.97,8288.28,610,74443.67,12,8
105289,1080235.67,1725.62,626,76143.45,12,3
104577,281215.69,461.77,609,72681.58,12,6
117375,1905865.38,3230.28,590,72405.54,12,7
122513,476538.46,790.28,603,73075.62,12,10
111457,4961787.38,8438.41,588,76819.12,12,11
104853,1709220.28,2825.16,605,78612.01,12,9
117557,488558.49,851.15,574,78446.59,12,7
100349,2861077.19,5127.38,558,75599.46,12,2
121528,1240369.63,2160.92,574,73668.38,12,8
115427,17543111.91,30723.49,571,75862.45,12,8
107930,290992.3,490.71,593,75572.57,12,6
109250,257881.58,416.61,619,76824.15,12,6
112011,238024.65,386.4,616,77575.38,12,3
110876,948051.82,1531.59,619,78109.35,12,5
109357,643147.43,1110.79,579,78266.77,12,4
106492,2429829.63,3976.81,611,76032.78,12,3
124293,13298685.92,22127.6,601,74353.52,12,6
101088,862981.64,1532.83,563,77188.27,12,10
101248,3509905.81,6381.65,550,76070.56,12,9
119354,870667.82,1488.32,585,74987.8,12,4
103988,434825.61,705.89,616,76719.95,12,6
119661,4550400.26,7280.64,625,77521.16,12,5
111338,853906.56,1437.55,594,75096.63,12,7
106304,463569.73,783.06,592,73160.98,12,6
118193,648908.62,1088.77,596,77580.33,12,5
119046,720495.73,1181.14,610,74521.41,12,6
120135,4303144.59,6808.77,632,76634.39,12,5
108883,3319114.8,5468.06,607,78009.26,12,1
101718,4055045.56,6849.74,592,76416.43,12,5
113570,977498.63,1668.09,586,77829.12,12,8
113617,22625221.36,37521.1,603,75142.36,12,7
116151,896304.78,1503.87,596,77840.08,12,3
124711,950184.99,1602.34,593,72125.64,12,8
103851,5127648.1,8617.9,595,74737.71,12,1
122173,1036046.01,1856.71,558,76506.19,12,8
104449,296244.99,457.17,648,73943.22,12,7
117278,19588917.61,32060.42,611,76771.25,12,7
123266,1102138.49,1843.04,598,75390.23,12,1
108932,1139383.87,1971.25,578,75152.37,12,9
102391,566292.51,923.81,613,74237.61,12,5
105281,426984.44,720.04,593,76210.1,12,8
114458,448018.44,764.54,586,78507.64,12,13
103153,1038831.25,1686.41,616,77073.12,12,8
116989,5011768.69,8175.81,613,71745.73,12,3
121984,1078752.21,1698.82,635,76492.3,12,6
110281,996387.5,1763.52,565,78625.34,12,2
106945,3857338.46,6616.36,583,75059.95,12,7
106414,2592375.81,4242.84,611,78363.24,12,11
111114,2704775.96,4463.33,606,74709.99,12,6
107397,901327.77,1439.82,626,75565.34,12,8
121947,3723978.4,6344.09,587,76156.55,12,5
104592,168433.32,278.4,605,78085.87,12,3
105089,2213712.22,3665.09,604,79793.18,12,4
115274,646119.37,1104.48,585,73642.04,12,8
121555,1049652.14,1715.12,612,75218.8,12,6
113629,178207.71,316.53,563,75746.85,12,4
121652,7019768.29,12061.46,582,76439.77,12,6
122532,13624105.37,22045.48,618,80552.83,12,5
104226,6172552.91,11409.52,541,75163.31,12,5
119299,2487288.54,4044.37,615,75211.89,12,6
123825,4342879.45,7474.84,581,76213.74,12,8
109178,1049118.22,1763.22,595,77768.23,12,6
100634,721360.83,1276.74,565,79488.62,12,5
103541,13004777.45,21145.98,615,75422.84,12,7
100972,643986.58,1003.09,642,78115.9,12,6
100417,2738636.34,4602.75,595,73104.6,12,8
105707,3696596.81,6191.95,597,79657.12,12,5
117967,1758415.91,2786.71,631,73974.26,12,7
103880,6336821.4,10388.23,610,78100.93,12,2
116931,610572.45,963.05,634,77153.51,12,5
121957,1262354.44,2000.56,631,74259.56,12,3
103506,3701399.42,6528.04,567,74146.42,12,7
122221,19014214.1,32282.2,589,76300.6,12,13
112396,684769.85,1092.14,627,76658.43,12,9
122685,639484.49,1114.08,574,76823.72,12,5
118203,995795.87,1722.83,578,74919.77,12,3
119507,1197266.67,2057.16,582,76202.91,12,3
115265,694743.34,1154.06,602,72881.43,12,4
117274,1565333.96,2630.81,595,74521.97,12,10
121324,6135360.15,10242.67,599,75764.52,12,12
120270,4372846.05,7526.41,581,75882.13,12,8
101656,2227364.14,3977.44,560,74593.13,12,5
116778,1137508.25,1744.64,652,74715.01,12,7
107763,715562.28,1118.07,640,75213.32,12,10
103933,301778.77,610.89,494,72277.08,12,3
113422,804254.16,1413.45,569,73803.84,12,4
120976,1067217.92,1740.98,613,73190.98,12,4
124021,2674310.2,4341.41,616,77559.54,12,8
119192,316408.55,574.24,551,75163.59,12,7
101142,4444499.91,7756.54,573,77917.15,12,8
110549,4054670.27,6826.04,594,74846.92,12,6
118199,600869.27,1043.18,576,76745.78,12,3
100807,3589413.56,6264.25,573,76452.27,12,7
105856,3656722.4,6104.71,599,74066.76,12,8
113214,3354507.91,5763.76,582,74032.19,12,11
104821,6312753.92,10181.86,620,75765.22,12,3
115476,1011015.21,1728.23,585,76378.13,12,5
120438,1025297.5,1630.04,629,76170.28,12,1
118469,935470.85,1528.55,612,73748.24,12,6
104244,338816.47,546.48,620,75641.13,12,4
105735,721667.98,1246.4,579,76126.93,12,3
108845,6338381.32,10688.67,593,76386.55,12,2
117132,756169.08,1347.89,561,77479.75,12,4
111331,852395.38,1392.8,612,78319.54,12,5
123262,4870463.77,8455.67,576,75870.37,12,5
124345,692055.63,1159.22,597,78102.92,12,5
124538,2706173.58,4414.64,613,76321.69,12,6
124443,3710647.44,5852.76,634,77697.49,12,3
100936,4913721.42,7559.57,650,79628.61,12,8
121207,843025.33,1446.01,583,76790.52,12,3
104459,5266668.87,9002.85,585,72756.31,12,7
106241,2168531.42,3935.63,551,76318.84,12,14
100950,3055895.96,5333.15,573,75296.55,12,6
100797,1010078.36,1637.08,617,76916.23,12,10
103970,4658975.1,7923.43,588,74486.06,12,9
122747,4391375.63,7094.31,619,76031.93,12,7
123306,1184901.86,1948.85,608,76298.11,12,9
114179,584450.8,958.12,610,79377.97,12,5
114967,598839.49,1025.41,584,76801.09,12,1
102035,14495992.4,23725.03,611,74782.78,12,6
104241,16274341.98,26635.58,611,76136.39,12,5
117692,722359.22,1224.34,590,78339.3,12,8
110539,614181.15,993.82,618,75906.65,12,5
104137,657110.92,1046.35,628,75639.2,12,4
110092,1146273.2,1822.37,629,77299.57,12,8
119794,860273.14,1429.03,602,74358.24,12,6
124207,3048502.04,4719.04,646,75494.13,12,5
112535,183178.65,321.37,570,76344.13,12,6
105815,22300381.28,36260.78,615,76432.5,12,10
122570,575476.0,1011.38,569,72379.55,12,3
123314,3385915.44,5541.6,611,75085.48,12,4
116475,371031.85,617.36,601,72513.09,12,6
123246,461576.45,739.71,624,74084.94,12,7
104040,1531798.79,2385.98,642,79559.94,12,6
103755,5058422.66,8501.55,595,78308.16,12,5
100773,21655064.1,35793.49,605,74757.73,12,8
102678,3169450.32,5455.16,581,75619.08,12,7
108322,1800049.89,3103.53,580,79305.75,12,2
104205,18935713.04,32313.5,586,76162.84,12,11
101412,470164.47,781.0,602,80564.07,12,5
116627,1194226.06,1769.22,675,74578.78,12,6
105895,3484048.85,5758.76,605,75793.81,12,9
123285,971815.86,1726.14,563,76703.95,12,5
116488,3937136.87,6594.87,597,72394.48,12,3
106007,1869225.62,2967.02,630,75008.44,12,6
119540,640046.61,1088.51,588,76973.44,12,2
110816,1140967.13,1994.7,572,71274.54,12,6
118328,4424303.66,6848.77,646,75048.84,12,8
122536,11778436.9,21108.31,558,72406.57,12,4
104680,208341.5,348.98,597,76285.31,12,2
104394,741876.88,1322.42,561,78889.42,12,5
120739,3797629.91,6266.72,606,75197.87,12,9
101678,217994.28,390.67,558,77456.47,12,8
107715,663434.96,1100.22,603,75765.84,12,2
102020,320788.91,510.0,629,76377.84,12,6
109429,4355979.78,7320.97,595,76163.44,12,3
120711,813446.1,1369.44,594,76300.28,12,2
117356,4695744.8,7477.3,628,74556.27,12,3
119826,1403058.33,2461.51,570,72643.8,12,7
103962,1159673.29,1832.03,633,79047.42,12,6
118647,4529967.02,7783.45,582,75904.49,12,8
111035,4986314.89,8352.29,597,78459.81,12,4
115995,7803569.38,13049.45,598,74636.94,12,10
116552,2936874.58,4902.96,599,76943.17,12,4
105533,2528973.12,4085.58,619,78329.22,12,6
100618,2327433.0,3712.01,627,75902.37,12,7
112688,797806.44,1312.18,608,78203.02,12,10
112044,5898941.03,9378.28,629,76733.57,12,2
115464,5112826.38,8128.5,629,75992.38,12,5
113334,1479994.96,2418.29,612,76675.29,12,7
112014,2955670.52,5249.86,563,76304.37,12,4
118848,1551736.12,2556.4,607,75658.87,12,8
123623,193005.22,296.02,652,73952.96,12,5
116887,4952134.11,7347.38,674,75865.17,12,8
122736,1939779.56,3016.76,643,76794.62,12,10
119001,2097840.13,3531.72,594,73799.65,12,7
124258,571391.95,917.16,623,73406.55,12,5
107278,1406075.5,2355.24,597,75609.06,12,3
100600,3280077.32,5674.87,578,77027.35,12,4
123192,5009765.58,8534.52,587,80416.06,12,10
114652,2061477.9,3622.98,569,76891.38,12,4
119682,4364781.64,7435.74,587,74809.33,12,5
124732,1119548.64,1788.42,626,81156.82,12,6
107507,291347.84,504.06,578,78814.36,12,3
111640,4313608.42,6979.95,618,75123.69,12,1
104033,16186585.27,26362.52,614,72549.12,12,7
111542,904533.99,1621.03,558,73901.09,12,5
114932,1025886.85,1695.68,605,77430.78,12,7
115498,276035.09,457.01,604,77719.7,12,5
103648,193281.84,323.76,597,76936.23,12,6
112312,3556330.34,6217.36,572,78606.32,12,2
117217,12266589.4,20376.39,602,74744.3,12,4
118661,198921.85,352.07,565,73795.25,12,3
100668,831850.03,1434.22,580,74316.9,12,4
106625,11078709.3,16939.92,654,76491.31,12,5
110383,4188919.01,7374.86,568,74976.23,12,5
111902,889095.81,1499.32,593,74794.46,12,7
114045,16071029.47,27147.01,592,73691.59,12,6
105371,1196762.63,1978.12,605,77055.46,12,3
113317,3601565.96,5698.68,632,77481.11,12,6
108953,1083196.98,1823.56,594,74892.48,12,6
100785,4808099.58,8347.4,576,75448.66,12,10
102201,312049.36,508.22,614,76771.84,12,4
124232,884632.67,1481.8,597,72041.73,12,7
108804,1498488.3,2489.18,602,73744.38,12,4
111949,1335587.0,2136.94,625,76165.85,12,7
105838,3569588.67,5900.15,605,80766.42,12,10
120610,3031934.32,5087.14,596,79324.71,12,8
120254,297189.05,510.63,582,72507.86,12,6
121782,5730621.62,9348.49,613,72416.97,12,3
112183,951044.15,1577.19,603,78138.38,12,3
117161,5371878.87,8968.08,599,73959.78,12,4
122322,814977.17,1320.87,617,72821.11,12,5
114366,774145.94,1277.47,606,75136.49,12,5
110090,1035556.64,1823.16,568,74626.94,12,3
106907,531863.65,832.34,639,76488.05,12,4
110127,4436958.94,7110.51,624,76157.93,12,7
119201,4126270.38,6508.31,634,75513.77,12,4
111190,16414989.91,27869.25,589,74112.22,12,2
118137,336058.87,550.92,610,77137.1,12,7
101400,4061141.84,6335.63,641,76941.27,12,5
121406,704998.85,1163.36,606,74413.59,12,6
120785,2086941.42,3706.82,563,76055.65,12,8
110100,2110704.75,3879.97,544,76754.87,12,2
118202,474891.0,787.55,603,75041.14,12,5
114347,205535.26,343.7,598,74385.45,12,10
103663,357952.79,608.76,588,75826.9,12,10
122618,397132.35,636.43,624,77780.86,12,3
105819,23767857.57,39156.27,607,75671.4,12,11
121719,780587.01,1318.56,592,77481.04,12,7
